================================================================================
Spectrum 112
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 577.2896
Precursor charge: 2+
Ground truth: IATGDWFTSR
Ground truth (normalized): IATGDWFTSR

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 1
Used for reranking: 1

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 1 (0.1%)
Database matches: 0 (0.0%)
Prosit predictions: 1 (0.1%)
Failed: 0 (0.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✗ (not in top 1000 candidates)

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     +42.011QELDPAAVLR        0.4002      Prosit      -8.8707     1152.6139   ✓       
595   -17.027QHLDPAAHGR        -1.0000     NotChecked  -9.6030     1083.5210   ✗       
596   -17.027HLDGAAVLR         -1.0000     NotChecked  -9.6035     933.5032    ✗       
597   SSDPAAVLR                -1.0000     NotChecked  -9.6036     914.4821    ✗       
598   +43.006QHLDPAAVGR        -1.0000     NotChecked  -9.6049     1105.5629   ✗       
599   -17.027QHSDEAAVLR        -1.0000     NotChecked  -9.6053     1107.5309   ✗       
600   -17.027HELDPAAVLR        -1.0000     NotChecked  -9.6071     1102.5771   ✗       
601   -17.027LDPAAVLK          -1.0000     NotChecked  -9.6076     808.4695    ✗       
602   +42.011HLDPAAVGR         -1.0000     NotChecked  -9.6080     976.5090    ✗       
603   +42.011HLDPAAVLR         -1.0000     NotChecked  -9.6086     1032.5716   ✗       
604   -17.027QPLDPAAVGR        -1.0000     NotChecked  -9.6098     1005.5243   ✗       
605   -17.027QPLDPAAYLR        -1.0000     NotChecked  -9.6106     1125.5819   ✗       
606   QDSDPAAVLR               -1.0000     NotChecked  -9.6111     1070.5356   ✗       
607   -17.027QYSDPAAVGR        -1.0000     NotChecked  -9.6116     1045.4829   ✗       
608   -17.027QHSPPAAVLR        -1.0000     NotChecked  -9.6119     1057.5669   ✗       
609   -17.027SLDPAAVGR         -1.0000     NotChecked  -9.6122     867.4450    ✗       
610   -17.027SLDPAAYLR         -1.0000     NotChecked  -9.6129     987.5025    ✗       
611   FLDPAAVLR                -1.0000     NotChecked  -9.6141     1000.5706   ✗       
612   -17.027GLDPAAVLR         -1.0000     NotChecked  -9.6159     893.4971    ✗       
613   -17.027EVDPAAVLR         -1.0000     NotChecked  -9.6169     951.5025    ✗       
614   -17.027YHLSPAAVLR        -1.0000     NotChecked  -9.6184     1108.6029   ✗       
615   -17.027QDLDPAAVGR        -1.0000     NotChecked  -9.6197     1023.4985   ✗       
616   -17.027Q+0.984HSDPAAVLR  -1.0000     NotChecked  -9.6206     1076.5251   ✗       
617   -17.027QSEPAAVLR         -1.0000     NotChecked  -9.6212     952.4978    ✗       
618   QHLDPAAVGR               -1.0000     NotChecked  -9.6218     1062.5570   ✗       
619   -17.027QTSPAAVLR         -1.0000     NotChecked  -9.6223     924.5029    ✗       
620   -17.027ELDWAAVLR         -1.0000     NotChecked  -9.6241     1054.5447   ✗       
621   PLDPAAVLR                -1.0000     NotChecked  -9.6242     950.5549    ✗       
622   YSDPAAVLR                -1.0000     NotChecked  -9.6260     990.5134    ✗       
623   -17.027HLDEAAVLR         -1.0000     NotChecked  -9.6283     1005.5243   ✗       
624   -17.027QLSDPAVLR         -1.0000     NotChecked  -9.6286     980.5291    ✗       
625   -17.027QHTDPAVLR         -1.0000     NotChecked  -9.6299     1018.5196   ✗       
626   -17.027QSADPAAVLR        -1.0000     NotChecked  -9.6336     1009.5193   ✗       
627   -17.027QHSDPAAVGK        -1.0000     NotChecked  -9.6340     991.4723    ✗       
628   DLDPAAVLR                -1.0000     NotChecked  -9.6340     968.5291    ✗       
629   -17.027QHSDPAAVLK        -1.0000     NotChecked  -9.6346     1047.5349   ✗       
630   -17.027YLDPAAVGR         -1.0000     NotChecked  -9.6346     943.4763    ✗       
631   -17.027HLPPAAVLR         -1.0000     NotChecked  -9.6349     955.5603    ✗       
632   -17.027QLLDGAAVLR        -1.0000     NotChecked  -9.6352     1037.5869   ✗       
633   -17.027YLDPAAYLR         -1.0000     NotChecked  -9.6354     1063.5338   ✗       
634   QSTDPAAVLR               -1.0000     NotChecked  -9.6366     1056.5564   ✗       
635   -17.027HSSPAAVGR         -1.0000     NotChecked  -9.6386     863.4250    ✗       
636   -17.027HSSPAAVLR         -1.0000     NotChecked  -9.6392     919.4876    ✗       
637   +42.011QLLDPAAVGR        -1.0000     NotChecked  -9.6397     1080.5928   ✗       
638   -17.027QASDWAAVLR        -1.0000     NotChecked  -9.6401     1098.5458   ✗       
639   +42.011QLLDPAAVLR        -1.0000     NotChecked  -9.6403     1136.6554   ✗       
640   -17.027LEPAAVLR          -1.0000     NotChecked  -9.6442     850.4913    ✗       
641   -17.027HALDPAAVLR        -1.0000     NotChecked  -9.6461     1044.5716   ✗       
642   -17.027ASLDPAAVLR        -1.0000     NotChecked  -9.6464     994.5447    ✗       
643   QELSPAAVLR               -1.0000     NotChecked  -9.6474     1082.6084   ✗       
644   -17.027SLDPAAVLR         -1.0000     NotChecked  -9.6489     923.5076    ✗       
645   -17.027QVDPAAVGR         -1.0000     NotChecked  -9.6504     894.4559    ✗       
646   -17.027QVDPAAVLR         -1.0000     NotChecked  -9.6510     950.5185    ✗       
647   -17.027QHVDPAAPLR        -1.0000     NotChecked  -9.6514     1085.5618   ✗       
648   -17.027LLDPAVLR          -1.0000     NotChecked  -9.6516     878.5226    ✗       
649   -17.027AVDPAAVLR         -1.0000     NotChecked  -9.6558     893.4971    ✗       
650   -17.027HDDPAAVLR         -1.0000     NotChecked  -9.6559     975.4774    ✗       
651   -17.027QYADPAAVLR        -1.0000     NotChecked  -9.6560     1085.5506   ✗       
652   -17.027HLDPAAVGK         -1.0000     NotChecked  -9.6570     889.4658    ✗       
653   -17.027HLDPAAVLK         -1.0000     NotChecked  -9.6576     945.5284    ✗       
654   -17.027QLDWAAVGR         -1.0000     NotChecked  -9.6576     997.4981    ✗       
655   QYTDPAAVLR               -1.0000     NotChecked  -9.6591     1132.5877   ✗       
656   -17.027QLLDEAAVLR        -1.0000     NotChecked  -9.6601     1109.6081   ✗       
657   -17.027ALDWAAVLR         -1.0000     NotChecked  -9.6631     996.5393    ✗       
658   -17.027ELDPPAAVLR        -1.0000     NotChecked  -9.6652     1062.5710   ✗       
659   -17.027GHLDPAAVGR        -1.0000     NotChecked  -9.6652     974.4934    ✗       
660   -17.027GHLDPAAVLR        -1.0000     NotChecked  -9.6658     1030.5560   ✗       
661   -17.027QLLPPAAVLR        -1.0000     NotChecked  -9.6666     1059.6441   ✗       
662   -17.027QHLN+0.984PAAVLR  -1.0000     NotChecked  -9.6667     1101.5931   ✗       
663   +42.011QLSPAAVLR         -1.0000     NotChecked  -9.6676     995.5764    ✗       
664   -17.027AYLDPAAVLR        -1.0000     NotChecked  -9.6689     1070.5760   ✗       
665   -17.027QLSSPAAVGR        -1.0000     NotChecked  -9.6703     967.5087    ✗       
666   -17.027QHSEPAAVGR        -1.0000     NotChecked  -9.6706     1033.4941   ✗       
667   -17.027QLSSPAAVLR        -1.0000     NotChecked  -9.6710     1023.5713   ✗       
668   -17.027QHSEPAAVLR        -1.0000     NotChecked  -9.6712     1089.5567   ✗       
669   -17.027QHTSPAAVGR        -1.0000     NotChecked  -9.6716     1005.4992   ✗       
670   -17.027QSLSPAAPLR        -1.0000     NotChecked  -9.6722     1021.5556   ✗       
671   -17.027QHTSPAAVLR        -1.0000     NotChecked  -9.6723     1061.5618   ✗       
672   -17.027HSSDPAAVLR        -1.0000     NotChecked  -9.6724     1034.5145   ✗       
673   -17.027QHLDPAAVLR        -1.0000     NotChecked  -9.6750     1101.5931   ✗       
674   +42.011QHLDPAVLR         -1.0000     NotChecked  -9.6752     1089.5931   ✗       
675   -17.027QHGSPAAVLR        -1.0000     NotChecked  -9.6753     1017.5356   ✗       
676   -17.027Q+0.984LLDPAAVLR  -1.0000     NotChecked  -9.6753     1078.6023   ✗       
677   -17.027QSLDPAVGR         -1.0000     NotChecked  -9.6788     924.4665    ✗       
678   -17.027QSLDPAVLR         -1.0000     NotChecked  -9.6795     980.5291    ✗       
679   -17.027QASDPPAAVLR       -1.0000     NotChecked  -9.6811     1106.5720   ✗       
680   -17.027HFLDPAAVLR        -1.0000     NotChecked  -9.6829     1120.6029   ✗       
681   QALSPAAVLR               -1.0000     NotChecked  -9.6863     1024.6029   ✗       
682   -17.027QPSDWAAVLR        -1.0000     NotChecked  -9.6870     1124.5615   ✗       
683   -17.027QLDDPAAVLR        -1.0000     NotChecked  -9.6877     1079.5611   ✗       
684   -17.027QLLDPAAVGK        -1.0000     NotChecked  -9.6887     993.5495    ✗       
685   -17.027QLLDPAAVLK        -1.0000     NotChecked  -9.6893     1049.6121   ✗       
686   -17.027SSDWAAVLR         -1.0000     NotChecked  -9.6894     986.4821    ✗       
687   -17.027QHLDPAAELR        -1.0000     NotChecked  -9.6916     1131.5673   ✗       
688   -17.027FVDPAAVLR         -1.0000     NotChecked  -9.6926     969.5284    ✗       
689   -17.027HPLDPAAVLR        -1.0000     NotChecked  -9.6930     1070.5873   ✗       
690   -17.027LLSPAAVGR         -1.0000     NotChecked  -9.6933     865.5022    ✗       
691   -17.027HLEPAAVGR         -1.0000     NotChecked  -9.6936     931.4876    ✗       
692   -17.027LLSPAAVLR         -1.0000     NotChecked  -9.6940     921.5648    ✗       
693   -17.027HLEPAAVLR         -1.0000     NotChecked  -9.6942     987.5502    ✗       
694   -17.027QYLSPAAPLR        -1.0000     NotChecked  -9.6946     1097.5869   ✗       
695   -17.027HYSDPAAVLR        -1.0000     NotChecked  -9.6948     1110.5458   ✗       
696   -17.027PHSDPAAVLR        -1.0000     NotChecked  -9.6959     1044.5352   ✗       
697   -17.027SHLDPAAVGR        -1.0000     NotChecked  -9.6982     1004.5039   ✗       
698   -17.027QLDPPAAVGR        -1.0000     NotChecked  -9.6986     1005.5243   ✗       
699   -17.027SHLDPAAVLR        -1.0000     NotChecked  -9.6988     1060.5665   ✗       
700   -17.027QLDPAAVLR         -1.0000     NotChecked  -9.6993     964.5342    ✗       
701   -17.027FLDWAAVLR         -1.0000     NotChecked  -9.6999     1072.5706   ✗       
702   -17.027QHVDPAAVGR        -1.0000     NotChecked  -9.7004     1031.5148   ✗       
703   -17.027QYLDPAVGR         -1.0000     NotChecked  -9.7013     1000.4978   ✗       
704   -17.027QHSDFAAVLR        -1.0000     NotChecked  -9.7017     1125.5567   ✗       
705   -17.027QYLDPAVLR         -1.0000     NotChecked  -9.7019     1056.5604   ✗       
706   -17.027PVDPAAVLR         -1.0000     NotChecked  -9.7028     919.5127    ✗       
707   -17.027HDLDPAAVLR        -1.0000     NotChecked  -9.7028     1088.5615   ✗       
708   -17.027ALDPPAAVLR        -1.0000     NotChecked  -9.7041     1004.5655   ✗       
709   HSLDPAAVLR               -1.0000     NotChecked  -9.7046     1077.5931   ✗       
710   HLDPAAVLR                -1.0000     NotChecked  -9.7050     990.5611    ✗       
711   -17.027QHSSPAVLR         -1.0000     NotChecked  -9.7059     976.5090    ✗       
712   -17.027PLDWAAVLR         -1.0000     NotChecked  -9.7100     1022.5549   ✗       
713   -17.027YSDWAAVLR         -1.0000     NotChecked  -9.7118     1062.5134   ✗       
714   -17.027QHLDPPAVLR        -1.0000     NotChecked  -9.7125     1127.6087   ✗       
715   -17.027QHLSGAAVLR        -1.0000     NotChecked  -9.7125     1033.5669   ✗       
716   QSSSPAAVLR               -1.0000     NotChecked  -9.7126     1014.5458   ✗       
717   -17.027DVDPAAVLR         -1.0000     NotChecked  -9.7126     937.4869    ✗       
718   HVDPAAVLR                -1.0000     NotChecked  -9.7147     976.5454    ✗       
719   -17.027QLSPAAVLK         -1.0000     NotChecked  -9.7166     908.5331    ✗       
720   +42.011QHLSPAAVGR        -1.0000     NotChecked  -9.7170     1076.5727   ✗       
721   +42.011QHLSPAAVLR        -1.0000     NotChecked  -9.7176     1132.6353   ✗       
722   -17.027DLDWAAVLR         -1.0000     NotChecked  -9.7198     1040.5291   ✗       
723   -17.027QSLSPAAVGR        -1.0000     NotChecked  -9.7212     967.5087    ✗       
724   -17.027QSLSPAAYLR        -1.0000     NotChecked  -9.7219     1087.5662   ✗       
725   HLDWAAVLR                -1.0000     NotChecked  -9.7220     1079.5876   ✗       
726   -17.027QSTDWAAVLR        -1.0000     NotChecked  -9.7224     1128.5564   ✗       
727   QFLSPAAVLR               -1.0000     NotChecked  -9.7231     1100.6342   ✗       
728   -17.027QHLDPAVLK         -1.0000     NotChecked  -9.7242     1002.5498   ✗       
729   -17.027HLDFAAVLR         -1.0000     NotChecked  -9.7247     1023.5502   ✗       
730   -17.027HSDYAAVLR         -1.0000     NotChecked  -9.7250     1013.4930   ✗       
731   -17.027QLLEPAAVGR        -1.0000     NotChecked  -9.7253     1035.5713   ✗       
732   -17.027QEVSPAAVLR        -1.0000     NotChecked  -9.7259     1051.5662   ✗       
733   -17.027QLLEPAAVLR        -1.0000     NotChecked  -9.7260     1091.6339   ✗       
734   -17.027QPSDPPAAVLR       -1.0000     NotChecked  -9.7281     1132.5877   ✗       
735   -17.027HLSPAVLR          -1.0000     NotChecked  -9.7289     874.5025    ✗       
736   -17.027QSLDVAAVLR        -1.0000     NotChecked  -9.7299     1053.5819   ✗       
737   -17.027SSDPPAAVLR        -1.0000     NotChecked  -9.7304     994.5084    ✗       
738   QSLDPAAVLK               -1.0000     NotChecked  -9.7310     1040.5866   ✗       
739   QPLSPAAVLR               -1.0000     NotChecked  -9.7333     1050.6186   ✗       
740   QYSSPAAVLR               -1.0000     NotChecked  -9.7350     1090.5771   ✗       
741   SLSPAAVLR                -1.0000     NotChecked  -9.7356     912.5393    ✗       
742   -17.027QHLSEAAVLR        -1.0000     NotChecked  -9.7374     1105.5880   ✗       
743   -17.027FLDPPAAVLR        -1.0000     NotChecked  -9.7409     1080.5968   ✗       
744   QDLSPAAVLR               -1.0000     NotChecked  -9.7431     1068.5928   ✗       
745   -17.027QYLSPAAVGR        -1.0000     NotChecked  -9.7436     1043.5400   ✗       
746   QLVDPAAVLR               -1.0000     NotChecked  -9.7465     1080.6291   ✗       
747   -17.027QHLDPAAVGR        -1.0000     NotChecked  -9.7486     1045.5305   ✗       
748   -17.027PLLDPAAVLR        -1.0000     NotChecked  -9.7506     1046.6124   ✗       
749   -17.027PLDPPAAVLR        -1.0000     NotChecked  -9.7510     1030.5811   ✗       
750   -17.027QYLDVAAVLR        -1.0000     NotChecked  -9.7523     1129.6132   ✗       
751   -17.027Q+0.984HLSPAAVLR  -1.0000     NotChecked  -9.7526     1074.5822   ✗       
752   -17.027YSDPPAAVLR        -1.0000     NotChecked  -9.7528     1070.5397   ✗       
753   QYLDPAAVLK               -1.0000     NotChecked  -9.7534     1116.6179   ✗       
754   -17.027QLLDFAAVLR        -1.0000     NotChecked  -9.7565     1127.6339   ✗       
755   -17.027QLSDYAAVLR        -1.0000     NotChecked  -9.7567     1117.5768   ✗       
756   YLSPAAVLR                -1.0000     NotChecked  -9.7580     988.5706    ✗       
757   +42.011QSVDPAAVLR        -1.0000     NotChecked  -9.7605     1096.5877   ✗       
758   -17.027QLLSPAVLR         -1.0000     NotChecked  -9.7606     978.5862    ✗       
759   -17.027QHLEPAVLR         -1.0000     NotChecked  -9.7609     1044.5716   ✗       
760   -17.027DLDPPAAVLR        -1.0000     NotChecked  -9.7609     1048.5553   ✗       
761   HLDPPAAVLR               -1.0000     NotChecked  -9.7630     1087.6138   ✗       
762   -17.027QAVSPAAVLR        -1.0000     NotChecked  -9.7648     993.5607    ✗       
763   -17.027QHDSPAAVLR        -1.0000     NotChecked  -9.7649     1075.5411   ✗       
764   -17.027QHLSPAAVGK        -1.0000     NotChecked  -9.7660     989.5294    ✗       
765   -17.027QHLSPAAVLK        -1.0000     NotChecked  -9.7666     1045.5920   ✗       
766   QSLEPAAVLR               -1.0000     NotChecked  -9.7676     1082.6084   ✗       
767   -17.027QHSDLAAVLR        -1.0000     NotChecked  -9.7681     1091.5724   ✗       
768   -17.027QALSWAAVLR        -1.0000     NotChecked  -9.7721     1096.6029   ✗       
769   -17.027QHSDPAAVLQ        -1.0000     NotChecked  -9.7732     1047.4985   ✗       
770   -17.027LLDYAAVLR         -1.0000     NotChecked  -9.7797     1015.5702   ✗       
771   -17.027HVDPAAVLR         -1.0000     NotChecked  -9.7835     959.5189    ✗       
772   -17.027QHSDMAAVLR        -1.0000     NotChecked  -9.7872     1109.5288   ✗       
773   -17.027HLDWAAVLR         -1.0000     NotChecked  -9.7908     1062.5611   ✗       
774   -17.027HLDLAAVLR         -1.0000     NotChecked  -9.7911     989.5658    ✗       
775   -17.027ELDPAAVLR         -1.0000     NotChecked  -9.7919     965.5182    ✗       
776   -17.027HLDPAAVLQ         -1.0000     NotChecked  -9.7962     945.4920    ✗       
777   -17.027QSLDPAASLR        -1.0000     NotChecked  -9.7962     1039.5298   ✗       
778   -17.027QSSSWAAVLR        -1.0000     NotChecked  -9.7984     1086.5458   ✗       
779   -17.027HVDWAAVLR         -1.0000     NotChecked  -9.8005     1048.5454   ✗       
780   -17.027QFVSPAAVLR        -1.0000     NotChecked  -9.8017     1069.5920   ✗       
781   -17.027HSLSPAAVLR        -1.0000     NotChecked  -9.8044     1032.5716   ✗       
782   -17.027QSLDYAAVGR        -1.0000     NotChecked  -9.8070     1061.5142   ✗       
783   -17.027QSVDPAAVLK        -1.0000     NotChecked  -9.8095     1009.5444   ✗       
784   -17.027HLDMAAVLR         -1.0000     NotChecked  -9.8102     1007.5222   ✗       
785   -17.027QPVSPAAVLR        -1.0000     NotChecked  -9.8118     1019.5764   ✗       
786   -17.027QALSPPAAVLR       -1.0000     NotChecked  -9.8131     1104.6291   ✗       
787   -17.027YLDPAAVLR         -1.0000     NotChecked  -9.8141     999.5389    ✗       
788   -17.027SVSPAAVLR         -1.0000     NotChecked  -9.8141     881.4971    ✗       
789   -17.027QSLDWAAVLK        -1.0000     NotChecked  -9.8168     1112.5866   ✗       
790   -17.027QYLDPAASLR        -1.0000     NotChecked  -9.8186     1115.5611   ✗       
791   -17.027QPLSWAAVLR        -1.0000     NotChecked  -9.8190     1122.6186   ✗       
792   -17.027SLSWAAVLR         -1.0000     NotChecked  -9.8214     984.5393    ✗       
793   -17.027QDVSPAAVLR        -1.0000     NotChecked  -9.8216     1037.5506   ✗       
794   -17.027QLLDLAAVLR        -1.0000     NotChecked  -9.8228     1093.6495   ✗       
795   QHVSPAAVLR               -1.0000     NotChecked  -9.8238     1076.6091   ✗       
796   -17.027HYLSPAAVLR        -1.0000     NotChecked  -9.8268     1108.6029   ✗       
797   -17.027PHLSPAAVLR        -1.0000     NotChecked  -9.8279     1042.5924   ✗       
798   -17.027QLLDPAAVLQ        -1.0000     NotChecked  -9.8279     1049.5757   ✗       
799   -17.027HLDPPAAVLR        -1.0000     NotChecked  -9.8318     1070.5873   ✗       
800   -17.027QYVDPAAVLK        -1.0000     NotChecked  -9.8320     1085.5757   ✗       
801   -17.027QHLSFAAVLR        -1.0000     NotChecked  -9.8337     1123.6138   ✗       
802   -17.027ETDPAAVLR         -1.0000     NotChecked  -9.8338     953.4818    ✗       
803   -17.027QHSSYAAVLR        -1.0000     NotChecked  -9.8340     1113.5567   ✗       
804   -17.027SDPAAVGR          -1.0000     NotChecked  -9.8342     754.3610    ✗       
805   -17.027SDPAAVLR          -1.0000     NotChecked  -9.8349     810.4236    ✗       
806   -17.027HSDPAAPLR         -1.0000     NotChecked  -9.8352     945.4668    ✗       
807   -17.027YVSPAAVLR         -1.0000     NotChecked  -9.8366     957.5284    ✗       
808   -17.027QSSSPPAAVLR       -1.0000     NotChecked  -9.8394     1094.5720   ✗       
809   -17.027EHLDPAAVGR        -1.0000     NotChecked  -9.8413     1046.5145   ✗       
810   -17.027HVDPPAAVLR        -1.0000     NotChecked  -9.8416     1056.5716   ✗       
811   -17.027EHLDPAAVLR        -1.0000     NotChecked  -9.8419     1102.5771   ✗       
812   -17.027QLLDMAAVLR        -1.0000     NotChecked  -9.8420     1111.6060   ✗       
813   -17.027YLSWAAVLR         -1.0000     NotChecked  -9.8438     1060.5706   ✗       
814   -17.027QSVEPAAVLR        -1.0000     NotChecked  -9.8462     1051.5662   ✗       
815   FHLDPAAVLR               -1.0000     NotChecked  -9.8465     1137.6295   ✗       
816   +42.011QESDPAAVLR        -1.0000     NotChecked  -9.8562     1126.5619   ✗       
817   -17.027HLSYAAVLR         -1.0000     NotChecked  -9.8570     1011.5502   ✗       
818   -17.027QSLDPPAAVLK       -1.0000     NotChecked  -9.8578     1120.6128   ✗       
819   -17.027QPLSPPAAVLR       -1.0000     NotChecked  -9.8601     1130.6448   ✗       
820   -17.027SLSPPAAVLR        -1.0000     NotChecked  -9.8624     992.5655    ✗       
821   -17.027YHLDPAAVGR        -1.0000     NotChecked  -9.8635     1080.5352   ✗       
822   -17.027QLSDPAAPLR        -1.0000     NotChecked  -9.8670     1049.5506   ✗       
823   -17.027QTDPAAVGR         -1.0000     NotChecked  -9.8673     896.4352    ✗       
824   -17.027QTDPAAVLR         -1.0000     NotChecked  -9.8679     952.4978    ✗       
825   -17.027QHTDPAAPLR        -1.0000     NotChecked  -9.8683     1087.5410   ✗       
826   -17.027QYVEPAAVLR        -1.0000     NotChecked  -9.8686     1127.5975   ✗       
827   -17.027QGDPAAVLR         -1.0000     NotChecked  -9.8709     908.4716    ✗       
828   -17.027ATDPAAVLR         -1.0000     NotChecked  -9.8727     895.4763    ✗       
829   -17.027QELDPAAHLR        -1.0000     NotChecked  -9.8743     1131.5673   ✗       
830   +42.011ELDPAAVLR         -1.0000     NotChecked  -9.8792     1024.5553   ✗       
831   -17.027HSDPAAVGR         -1.0000     NotChecked  -9.8842     891.4199    ✗       
832   -17.027YLSPPAAVLR        -1.0000     NotChecked  -9.8849     1068.5968   ✗       
833   -17.027HSDPAAYLR         -1.0000     NotChecked  -9.8850     1011.4774   ✗       
834   -17.027QLLSYAAVLR        -1.0000     NotChecked  -9.8888     1115.6339   ✗       
835   -17.027QHLDPAAVLR        -1.0000     NotChecked  -9.8896     1101.5931   ✗       
836   -17.027LLDPAAPLR         -1.0000     NotChecked  -9.8900     947.5440    ✗       
837   QELDPAAVGR               -1.0000     NotChecked  -9.8924     1054.5407   ✗       
838   QELDPAAVLR               -1.0000     NotChecked  -9.8930     1110.6033   ✗       
839   +42.011QASDPAAVLR        -1.0000     NotChecked  -9.8951     1068.5564   ✗       
840   -17.027QHLSLAAVLR        -1.0000     NotChecked  -9.9001     1089.6295   ✗       
841   -17.027QSDPAVLR          -1.0000     NotChecked  -9.9015     867.4450    ✗       
842   -17.027QESDPAAVLK        -1.0000     NotChecked  -9.9052     1039.5186   ✗       
843   -17.027QHLSPAAVLQ        -1.0000     NotChecked  -9.9052     1045.5556   ✗       
844   -17.027QLDGAAVLR         -1.0000     NotChecked  -9.9081     924.5029    ✗       
845   -17.027FTDPAAVLR         -1.0000     NotChecked  -9.9096     971.5076    ✗       
846   -17.027ESSPAAVLR         -1.0000     NotChecked  -9.9098     911.4712    ✗       
847   +42.011QLDPAAVGR         -1.0000     NotChecked  -9.9126     967.5087    ✗       
848   -17.027QALDPAAHLR        -1.0000     NotChecked  -9.9132     1073.5618   ✗       
849   +42.011QLDPAAVLR         -1.0000     NotChecked  -9.9133     1023.5713   ✗       
850   +43.006QALDPAAVLR        -1.0000     NotChecked  -9.9150     1095.6037   ✗       
851   -17.027QLSDPAAVGR        -1.0000     NotChecked  -9.9160     995.5036    ✗       
852   -17.027QSLDDAAVLR        -1.0000     NotChecked  -9.9161     1069.5404   ✗       
853   -17.027QLSDPAAYLR        -1.0000     NotChecked  -9.9167     1115.5611   ✗       
854   -17.027QSLDPAAPGR        -1.0000     NotChecked  -9.9172     993.4880    ✗       
855   -17.027QHTDPAAVGR        -1.0000     NotChecked  -9.9173     1033.4941   ✗       
856   -17.027QSLDPAAPLR        -1.0000     NotChecked  -9.9178     1049.5506   ✗       
857   +42.011ALDPAAVLR         -1.0000     NotChecked  -9.9181     966.5498    ✗       
858   -17.027AHSDPAAVLR        -1.0000     NotChecked  -9.9185     1018.5196   ✗       
859   -17.027QSLDPAAVPR        -1.0000     NotChecked  -9.9189     1035.5349   ✗       
860   -17.027QHLSMAAVLR        -1.0000     NotChecked  -9.9192     1107.5859   ✗       
861   -17.027PTDPAAVLR         -1.0000     NotChecked  -9.9197     921.4920    ✗       
862   -17.027QHGDPAAVGR        -1.0000     NotChecked  -9.9203     989.4679    ✗       
863   -17.027QHGDPAAVLR        -1.0000     NotChecked  -9.9209     1045.5305   ✗       
864   -17.027LDPAVLR           -1.0000     NotChecked  -9.9245     765.4385    ✗       
865   -17.027ELDPAAVLK         -1.0000     NotChecked  -9.9282     937.5120    ✗       
866   -17.027HADPAAVLR         -1.0000     NotChecked  -9.9286     931.4876    ✗       
867   -17.027DTDPAAVLR         -1.0000     NotChecked  -9.9295     939.4662    ✗       
868   LSDPAAVLR                -1.0000     NotChecked  -9.9304     940.5342    ✗       
869   QALDPAAVGR               -1.0000     NotChecked  -9.9313     996.5352    ✗       
870   HTDPAAVLR                -1.0000     NotChecked  -9.9317     978.5247    ✗       
871   QALDPAAVLR               -1.0000     NotChecked  -9.9319     1052.5978   ✗       
872   +42.011QFSDPAAVLR        -1.0000     NotChecked  -9.9319     1144.5877   ✗       
873   -17.027QLDEAAVLR         -1.0000     NotChecked  -9.9330     996.5240    ✗       
874   -17.027GELDPAAVLR        -1.0000     NotChecked  -9.9364     1022.5397   ✗       
875   -17.027QSLDPALVLR        -1.0000     NotChecked  -9.9382     1093.6132   ✗       
876   -17.027LLDPAAVGR         -1.0000     NotChecked  -9.9390     893.4971    ✗       
877   -17.027QSSDPAAHLR        -1.0000     NotChecked  -9.9395     1063.5047   ✗       
878   -17.027QLPPAAVLR         -1.0000     NotChecked  -9.9395     946.5600    ✗       
879   -17.027QYLDPAAPGR        -1.0000     NotChecked  -9.9396     1069.5193   ✗       
880   -17.027LLDPAAYLR         -1.0000     NotChecked  -9.9397     1013.5546   ✗       
881   -17.027QYLDPAAPLR        -1.0000     NotChecked  -9.9403     1125.5819   ✗       
882   +43.006QSSDPAAVLR        -1.0000     NotChecked  -9.9413     1085.5465   ✗       
883   -17.027QYLDPAAVPR        -1.0000     NotChecked  -9.9413     1111.5662   ✗       
884   -17.027QESEPAAVLR        -1.0000     NotChecked  -9.9418     1081.5404   ✗       
885   +42.011QPSDPAAVLR        -1.0000     NotChecked  -9.9421     1094.5720   ✗       
886   LHLDPAAVLR               -1.0000     NotChecked  -9.9425     1103.6451   ✗       
887   -17.027QETSPAAVLR        -1.0000     NotChecked  -9.9428     1053.5455   ✗       
888   -17.027QSSPAAVGR         -1.0000     NotChecked  -9.9433     854.4246    ✗       
889   -17.027QSSPAAVLR         -1.0000     NotChecked  -9.9439     910.4872    ✗       
890   -17.027QASDPAAVLK        -1.0000     NotChecked  -9.9441     981.5131    ✗       
891   -17.027QHSSPAAPLR        -1.0000     NotChecked  -9.9443     1045.5305   ✗       
892   +42.011SSDPAAVLR         -1.0000     NotChecked  -9.9444     956.4927    ✗       
893   -17.027Q+0.984LDPAAVLR   -1.0000     NotChecked  -9.9483     965.5182    ✗       
894   -17.027ASSPAAVLR         -1.0000     NotChecked  -9.9487     853.4658    ✗       
895   -17.027QHSDPAVGR         -1.0000     NotChecked  -9.9509     948.4413    ✗       
896   -17.027QHSDPAVLR         -1.0000     NotChecked  -9.9515     1004.5039   ✗       
