================================================================================
Spectrum 180
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 514.2235
Precursor charge: 2+
Ground truth: ETDDKIC+57.021F
Ground truth (normalized): ETDDKIC+57.021F

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83
Used for reranking: 83

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83 (8.3%)
Database matches: 25 (2.5%)
Prosit predictions: 48 (4.8%)
Failed: 10 (1.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.8324
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     ETDDKLC+57.021F          0.8324      Database    -0.7390     1026.4328   ✓       ✓
2     ETDDKLC+57.021F          0.8324      Database    -4.7348     1026.4328   ✓       ✓
3     ETDDKLC+57.021F          0.8324      Database    -6.9100     1026.4328   ✓       ✓
4     ETDDKLC+57.021F          0.8324      Database    -7.0567     1026.4328   ✓       ✓
5     ETDDKLC+57.021F          0.8324      Database    -7.3797     1026.4328   ✓       ✓
6     ETDDKLC+57.021F          0.8324      Database    -7.7773     1026.4328   ✓       ✓
7     ETDDKLC+57.021F          0.8324      Database    -9.4916     1026.4328   ✓       ✓
8     ETDDKLC+57.021F          0.8324      Database    -10.1864    1026.4328   ✓       ✓
9     ETDDKLC+57.021F          0.8324      Database    -10.1962    1026.4328   ✓       ✓
10    ETDDKLC+57.021F          0.8324      Database    -10.4428    1026.4328   ✓       ✓
11    ETDDKLC+57.021F          0.8324      Database    -10.6983    1026.4328   ✓       ✓
12    ETDDKLC+57.021F          0.8324      Database    -11.0526    1026.4328   ✓       ✓
13    ETDDKLC+57.021F          0.8324      Database    -11.3755    1026.4328   ✓       ✓
14    ETDDKLC+57.021F          0.8324      Database    -11.7731    1026.4328   ✓       ✓
15    ETDDKLC+57.021F          0.8324      Database    -12.3191    1026.4328   ✓       ✓
16    ETDDKLC+57.021F          0.8324      Database    -12.9256    1026.4328   ✓       ✓
17    ETDDKLC+57.021F          0.8324      Database    -13.0432    1026.4328   ✓       ✓
18    ETDDKLC+57.021F          0.8324      Database    -13.2277    1026.4328   ✓       ✓
19    ETDDKLC+57.021F          0.8324      Database    -13.4874    1026.4328   ✓       ✓
20    ETDDKLC+57.021F          0.8324      Database    -13.5507    1026.4328   ✓       ✓
21    ETDDKLC+57.021F          0.8324      Database    -13.9483    1026.4328   ✓       ✓
22    ETDDKLC+57.021F          0.8324      Database    -14.0950    1026.4328   ✓       ✓
23    ETDDKLC+57.021F          0.8324      Database    -14.1920    1026.4328   ✓       ✓
24    ETDDKLC+57.021F          0.8324      Database    -14.4180    1026.4328   ✓       ✓
25    ETDDKLC+57.021F          0.8324      Database    -14.4386    1026.4328   ✓       ✓
26    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -9.7199     1026.4328   ✓       
27    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -13.7157    1026.4328   ✓       
28    ETN+0.984N+0.984KLC+57.021F0.3881      Prosit      -11.0947    1026.4328   ✓       
538   EVN+0.984DKLC+57.021F    -1.0000     NotChecked  -13.1062    1024.4535   ✗       
539   QPVDKLC+57.021F          -1.0000     NotChecked  -13.1164    1005.4954   ✗       
540   EPDTKLC+57.021F          -1.0000     NotChecked  -13.1252    1008.4586   ✗       
541   LVDDKLC+57.021F          -1.0000     NotChecked  -13.1302    1008.4950   ✗       
542   LTDDKLC+57.021F          -1.0000     NotChecked  -13.1334    1010.4743   ✗       
543   ETESKLC+57.021F          -1.0000     NotChecked  -13.1345    1012.4535   ✗       
544   DVDLKLC+57.021F          -1.0000     NotChecked  -13.1348    1008.4950   ✗       
545   -17.027GLDDKLC+57.021F   -1.0000     NotChecked  -13.1351    949.4215    ✗       
546   DTQDKLC+57.021F          -1.0000     NotChecked  -13.1398    1025.4488   ✗       
547   -17.027DMDKLC+57.021F    -1.0000     NotChecked  -13.1460    910.3565    ✗       
548   -17.027TDNKLC+57.021F    -1.0000     NotChecked  -13.1521    879.3796    ✗       
549   EATDKLC+57.021F          -1.0000     NotChecked  -13.1596    982.4430    ✗       
550   DLDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.1612    1024.4535   ✗       
551   -17.027LDSKLC+57.021F    -1.0000     NotChecked  -13.1685    864.4051    ✗       
552   QSDDKLC+57.021F          -1.0000     NotChecked  -13.1754    1011.4331   ✗       
553   TTDEKLC+57.021F          -1.0000     NotChecked  -13.1799    1012.4535   ✗       
554   ETDLKLC+57.021F          -1.0000     NotChecked  -13.1801    1024.4899   ✗       
555   EVDDKLC+57.021F          -1.0000     NotChecked  -13.1832    1024.4535   ✗       
556   -17.027PTDDKLC+57.021F   -1.0000     NotChecked  -13.1869    977.4164    ✗       
557   EPDNKLC+57.021F          -1.0000     NotChecked  -13.1968    1021.4539   ✗       
558   Q+0.984VDSKLC+57.021F    -1.0000     NotChecked  -13.1991    996.4586    ✗       
559   ESQDKLC+57.021F          -1.0000     NotChecked  -13.2054    1025.4488   ✗       
560   EVDDKLC+57.021K          -1.0000     NotChecked  -13.2055    1005.4801   ✗       
561   -17.027TDDRLC+57.021F    -1.0000     NotChecked  -13.2155    908.3698    ✗       
562   LVDLKLC+57.021F          -1.0000     NotChecked  -13.2293    1006.5521   ✗       
563   EPDDKLC+57.021F          -1.0000     NotChecked  -13.2316    1022.4379   ✗       
564   LTQDKLC+57.021F          -1.0000     NotChecked  -13.2343    1023.5059   ✗       
565   EDDDLLC+57.021F          -1.0000     NotChecked  -13.2356    1025.4012   ✗       
566   +42.011VDDKLC+57.021F    -1.0000     NotChecked  -13.2486    937.4215    ✗       
567   +42.011TDDKLC+57.021F    -1.0000     NotChecked  -13.2518    939.4008    ✗       
568   LLDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.2558    1022.5107   ✗       
569   -17.027TDDKDC+57.021F    -1.0000     NotChecked  -13.2592    882.3065    ✗       
570   QTDDKVC+57.021F          -1.0000     NotChecked  -13.2619    1011.4331   ✗       
571   EVDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.2673    1024.4535   ✗       
572   -17.027DN+0.984DKLC+57.021F-1.0000     NotChecked  -13.2712    894.3429    ✗       
573   EANDKLC+57.021F          -1.0000     NotChecked  -13.2769    995.4382    ✗       
574   DVTDKLC+57.021F          -1.0000     NotChecked  -13.2781    996.4586    ✗       
575   -17.027PVDKLC+57.021F    -1.0000     NotChecked  -13.2875    860.4102    ✗       
576   QTDDKLC+57.021M+15.995   -1.0000     NotChecked  -13.2909    1025.4158   ✗       
577   EDDDSLC+57.021F          -1.0000     NotChecked  -13.2962    999.3491    ✗       
578   QTDDKLC+57.021F          -1.0000     NotChecked  -13.2998    1025.4488   ✗       
579   EPDDKDC+57.021F          -1.0000     NotChecked  -13.3039    1024.3808   ✗       
580   M+15.995TDSKLC+57.021F   -1.0000     NotChecked  -13.3094    1016.4307   ✗       
581   QTDDKLC+57.021F          -1.0000     NotChecked  -13.3096    1025.4488   ✗       
582   ETVDKLC+57.021F          -1.0000     NotChecked  -13.3144    1010.4743   ✗       
583   TLDDKLC+57.021F          -1.0000     NotChecked  -13.3179    1010.4743   ✗       
584   MVVDKLC+57.021F          -1.0000     NotChecked  -13.3193    1010.4929   ✗       
585   ETTDKLC+57.021F          -1.0000     NotChecked  -13.3235    1012.4535   ✗       
586   DPDDKLC+57.021F          -1.0000     NotChecked  -13.3256    1008.4222   ✗       
587   -17.027DEDKLC+57.021F    -1.0000     NotChecked  -13.3266    908.3586    ✗       
588   ETDLKLC+57.021F          -1.0000     NotChecked  -13.3268    1024.4899   ✗       
589   -17.027LDDKLC+57.021PF   -1.0000     NotChecked  -13.3372    989.4528    ✗       
590   EDDPKLC+57.021F          -1.0000     NotChecked  -13.3375    1022.4379   ✗       
591   QTDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.3415    1025.4488   ✗       
592   TTDDKHC+57.021F          -1.0000     NotChecked  -13.3460    1022.4127   ✗       
593   -17.027SDDKLC+57.021F    -1.0000     NotChecked  -13.3465    866.3480    ✗       
594   +42.011VDLKLC+57.021F    -1.0000     NotChecked  -13.3477    935.4786    ✗       
595   QPDDKLC+57.021F          -1.0000     NotChecked  -13.3526    1021.4539   ✗       
596   +42.011TQDKLC+57.021F    -1.0000     NotChecked  -13.3527    952.4324    ✗       
597   -17.027TDDKEC+57.021F    -1.0000     NotChecked  -13.3549    896.3222    ✗       
598   EALDKLC+57.021F          -1.0000     NotChecked  -13.3609    994.4794    ✗       
599   -17.027TDDKNC+57.021F    -1.0000     NotChecked  -13.3662    881.3225    ✗       
600   LVTDKLC+57.021F          -1.0000     NotChecked  -13.3727    994.5157    ✗       
601   +42.011LDN+0.984KLC+57.021F-1.0000     NotChecked  -13.3741    951.4372    ✗       
602   TVDDKLC+57.021F          -1.0000     NotChecked  -13.3818    996.4586    ✗       
603   EADDKLC+57.021F          -1.0000     NotChecked  -13.3868    996.4222    ✗       
604   -17.027LDEKLC+57.021F    -1.0000     NotChecked  -13.3913    906.4157    ✗       
605   ETDDKLC+57.021L          -1.0000     NotChecked  -13.3915    992.4485    ✗       
606   DVNDKLC+57.021F          -1.0000     NotChecked  -13.3954    1009.4539   ✗       
607   EPDDKNC+57.021F          -1.0000     NotChecked  -13.4109    1023.3968   ✗       
608   -17.027TDDKMC+57.021F    -1.0000     NotChecked  -13.4168    898.3201    ✗       
609   TLDLKLC+57.021F          -1.0000     NotChecked  -13.4169    1008.5314   ✗       
610   LPDDKLC+57.021F          -1.0000     NotChecked  -13.4202    1006.4794   ✗       
611   ETTLKLC+57.021F          -1.0000     NotChecked  -13.4226    1010.5107   ✗       
612   -17.027TVDDKLC+57.021F   -1.0000     NotChecked  -13.4233    979.4321    ✗       
613   -17.027KDDKLC+57.021F    -1.0000     NotChecked  -13.4259    907.4110    ✗       
614   -17.027TDDKVC+57.021F    -1.0000     NotChecked  -13.4330    866.3480    ✗       
615   ETNDKLC+57.021F          -1.0000     NotChecked  -13.4408    1025.4488   ✗       
616   ESDDKLC+57.021F          -1.0000     NotChecked  -13.4441    1012.4172   ✗       
617   QPDLKLC+57.021F          -1.0000     NotChecked  -13.4517    1019.5110   ✗       
618   -17.027TDDKLC+57.021M+15.995-1.0000     NotChecked  -13.4620    880.3306    ✗       
619   TLDDKLC+57.021F          -1.0000     NotChecked  -13.4646    1010.4743   ✗       
620   QVDDKLC+57.021F          -1.0000     NotChecked  -13.4691    1023.4695   ✗       
621   ETTDKLC+57.021F          -1.0000     NotChecked  -13.4702    1012.4535   ✗       
622   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -13.4708    880.3637    ✗       
623   EPDDKVC+57.021F          -1.0000     NotChecked  -13.4777    1008.4222   ✗       
624   DTDSKLC+57.021F          -1.0000     NotChecked  -13.4782    984.4222    ✗       
625   DVLDKLC+57.021F          -1.0000     NotChecked  -13.4795    1008.4950   ✗       
626   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -13.4807    880.3637    ✗       
627   TVQDKLC+57.021F          -1.0000     NotChecked  -13.4827    1009.4903   ✗       
628   -17.027DTDDKLC+57.021F   -1.0000     NotChecked  -13.4855    995.3906    ✗       
629   LVNDKLC+57.021F          -1.0000     NotChecked  -13.4900    1007.5110   ✗       
630   +42.011VTDKLC+57.021F    -1.0000     NotChecked  -13.4910    923.4422    ✗       
631   QTDDALC+57.021F          -1.0000     NotChecked  -13.4984    968.3909    ✗       
632   EVN+0.984DKLC+57.021F    -1.0000     NotChecked  -13.5038    1024.4535   ✗       
633   -17.027TDDKC+57.021C+57.021F-1.0000     NotChecked  -13.5057    927.3102    ✗       
634   EPDDKLC+57.021M+15.995   -1.0000     NotChecked  -13.5067    1022.4049   ✗       
635   EVTN+0.984KLC+57.021F    -1.0000     NotChecked  -13.5098    1010.4743   ✗       
636   -17.027TDN+0.984KLC+57.021F-1.0000     NotChecked  -13.5125    880.3637    ✗       
637   EPDDKLC+57.021F          -1.0000     NotChecked  -13.5156    1022.4379   ✗       
638   QVDDKLC+57.021F          -1.0000     NotChecked  -13.5216    1023.4695   ✗       
639   -17.027PDDKLC+57.021F    -1.0000     NotChecked  -13.5237    876.3688    ✗       
640   QTN+0.984DKLC+57.021F    -1.0000     NotChecked  -13.5242    1025.4488   ✗       
641   ETLDKLC+57.021F          -1.0000     NotChecked  -13.5248    1024.4899   ✗       
642   EPDDKLC+57.021F          -1.0000     NotChecked  -13.5254    1022.4379   ✗       
643   QVDGKLC+57.021F          -1.0000     NotChecked  -13.5369    965.4641    ✗       
644   +42.011PDDKLC+57.021F    -1.0000     NotChecked  -13.5385    935.4059    ✗       
645   ETNLKLC+57.021F          -1.0000     NotChecked  -13.5399    1023.5059   ✗       
646   QTDDTLC+57.021F          -1.0000     NotChecked  -13.5405    998.4015    ✗       
647   ESDSKLC+57.021F          -1.0000     NotChecked  -13.5437    984.4222    ✗       
648   TPMDKLC+57.021F          -1.0000     NotChecked  -13.5460    1010.4565   ✗       
649   -17.027AVDDKLC+57.021F   -1.0000     NotChecked  -13.5477    949.4215    ✗       
650   ETDGKLC+57.021F          -1.0000     NotChecked  -13.5552    968.4273    ✗       
651   QTDDKLC+57.021F          -1.0000     NotChecked  -13.5562    1025.4488   ✗       
652   EPDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.5573    1022.4379   ✗       
653   -17.027LDDKHC+57.021F    -1.0000     NotChecked  -13.5575    916.3749    ✗       
654   TLTDKLC+57.021F          -1.0000     NotChecked  -13.5603    996.4950    ✗       
655   LTDSKLC+57.021F          -1.0000     NotChecked  -13.5727    982.4794    ✗       
656   LVLDKLC+57.021F          -1.0000     NotChecked  -13.5740    1006.5521   ✗       
657   QVN+0.984DKLC+57.021F    -1.0000     NotChecked  -13.5748    1023.4695   ✗       
658   ETNDKLC+57.021F          -1.0000     NotChecked  -13.5875    1025.4488   ✗       
659   TTDDLLC+57.021F          -1.0000     NotChecked  -13.5908    983.4270    ✗       
660   QPTDKLC+57.021F          -1.0000     NotChecked  -13.5951    1007.4746   ✗       
661   DLVDKLC+57.021F          -1.0000     NotChecked  -13.6027    1008.4950   ✗       
662   +42.011VNDKLC+57.021F    -1.0000     NotChecked  -13.6083    936.4375    ✗       
663   Q+0.984TDDKLC+57.021F    -1.0000     Failed      -13.6100    1026.4328   ✓       
664   -17.027TSDDKLC+57.021F   -1.0000     NotChecked  -13.6134    967.3957    ✗       
665   -17.027VMDKLC+57.021F    -1.0000     NotChecked  -13.6207    894.3979    ✗       
666   -17.027PDLKLC+57.021F    -1.0000     NotChecked  -13.6228    874.4259    ✗       
667   EKDSKLC+57.021F          -1.0000     NotChecked  -13.6232    1025.4852   ✗       
668   ETLLKLC+57.021F          -1.0000     NotChecked  -13.6239    1022.5470   ✗       
669   EVNN+0.984KLC+57.021F    -1.0000     NotChecked  -13.6271    1023.4695   ✗       
670   QLDDLLC+57.021F          -1.0000     NotChecked  -13.6312    1022.4743   ✗       
671   -17.027VDDKLC+57.021F    -1.0000     NotChecked  -13.6402    878.3844    ✗       
672   QVDKLC+57.021F           -1.0000     NotChecked  -13.6426    908.4426    ✗       
673   ETMDSLC+57.021F          -1.0000     NotChecked  -13.6483    1001.3834   ✗       
674   ETDLKLC+57.021F          -1.0000     NotChecked  -13.6498    1024.4899   ✗       
675   TTDDSLC+57.021F          -1.0000     NotChecked  -13.6514    957.3749    ✗       
676   MVDLKLC+57.021F          -1.0000     NotChecked  -13.6547    1024.5086   ✗       
677   +42.011GTDDKLC+57.021F   -1.0000     NotChecked  -13.6577    996.4222    ✗       
678   ETDKLC+57.021F           -1.0000     NotChecked  -13.6609    911.4059    ✗       
679   -17.027TDDKFC+57.021F    -1.0000     NotChecked  -13.6612    914.3480    ✗       
680   QTDDKC+57.021F           -1.0000     NotChecked  -13.6670    912.3647    ✗       
681   -17.027TDDALC+57.021F    -1.0000     NotChecked  -13.6695    823.3058    ✗       
682   -17.027TPDDKLC+57.021F   -1.0000     NotChecked  -13.6704    977.4164    ✗       
683   TPN+0.984DKLC+57.021F    -1.0000     NotChecked  -13.6711    994.4430    ✗       
684   ETLDKLC+57.021F          -1.0000     NotChecked  -13.6715    1024.4899   ✗       
685   TLNDKLC+57.021F          -1.0000     NotChecked  -13.6776    1009.4903   ✗       
686   Q+0.984TDGKLC+57.021F    -1.0000     NotChecked  -13.6779    968.4273    ✗       
687   -17.027TDDELC+57.021F    -1.0000     NotChecked  -13.6798    881.3113    ✗       
688   Q+0.984PDN+0.984KLC+57.021F-1.0000     NotChecked  -13.6799    1022.4379   ✗       
689   ETMPKLC+57.021F          -1.0000     NotChecked  -13.6897    1024.4722   ✗       
690   +42.011TDSKLC+57.021F    -1.0000     NotChecked  -13.6911    911.4059    ✗       
691   QLDDSLC+57.021F          -1.0000     NotChecked  -13.6918    996.4222    ✗       
692   +42.011VLDKLC+57.021F    -1.0000     NotChecked  -13.6924    935.4786    ✗       
693   -17.027QVDDKLC+57.021F   -1.0000     NotChecked  -13.6927    1006.4430   ✗       
694   TTDPKLC+57.021F          -1.0000     NotChecked  -13.6927    980.4637    ✗       
695   -17.027QTN+0.984DKLC+57.021F-1.0000     NotChecked  -13.6953    1008.4222   ✗       
696   LLVDKLC+57.021F          -1.0000     NotChecked  -13.6973    1006.5521   ✗       
697   DTDEKLC+57.021F          -1.0000     Failed      -13.7010    1026.4328   ✓       
698   -17.027VDGKLC+57.021F    -1.0000     NotChecked  -13.7080    820.3789    ✗       
699   EVVDKLC+57.021F          -1.0000     NotChecked  -13.7088    1008.4950   ✗       
700   EVDDLLC+57.021F          -1.0000     NotChecked  -13.7103    1009.4426   ✗       
701   EVLN+0.984KLC+57.021F    -1.0000     NotChecked  -13.7111    1022.5107   ✗       
702   -17.027TDDTLC+57.021F    -1.0000     NotChecked  -13.7116    853.3164    ✗       
703   ETVDKLC+57.021F          -1.0000     NotChecked  -13.7120    1010.4743   ✗       
704   QPNDKLC+57.021F          -1.0000     NotChecked  -13.7124    1020.4699   ✗       
705   ETN+0.984DLLC+57.021F    -1.0000     NotChecked  -13.7128    1011.4219   ✗       
706   EPDDALC+57.021F          -1.0000     NotChecked  -13.7142    965.3800    ✗       
707   -17.027TDDHLC+57.021F    -1.0000     NotChecked  -13.7145    889.3276    ✗       
708   QTDDGLC+57.021F          -1.0000     NotChecked  -13.7225    954.3753    ✗       
709   EPDDELC+57.021F          -1.0000     NotChecked  -13.7245    1023.3855   ✗       
710   TPEDKLC+57.021F          -1.0000     NotChecked  -13.7266    1008.4586   ✗       
711   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -13.7273    880.3637    ✗       
712   QLDPKLC+57.021F          -1.0000     NotChecked  -13.7331    1019.5110   ✗       
713   -17.027LTDDKLC+57.021F   -1.0000     NotChecked  -13.7336    993.4477    ✗       
714   EVDN+0.984KLC+57.021F    -1.0000     NotChecked  -13.7370    1024.4535   ✗       
715   -17.027VN+0.984DKLC+57.021F-1.0000     NotChecked  -13.7458    878.3844    ✗       
716   EPDDTLC+57.021F          -1.0000     NotChecked  -13.7564    995.3906    ✗       
717   TLLDKLC+57.021F          -1.0000     NotChecked  -13.7616    1008.5314   ✗       
718   -17.027EMDKLC+57.021F    -1.0000     NotChecked  -13.7661    924.3721    ✗       
719   -17.027PTDKLC+57.021F    -1.0000     NotChecked  -13.7662    862.3895    ✗       
720   ETEDLLC+57.021F          -1.0000     NotChecked  -13.7683    1025.4376   ✗       
721   EVDDSLC+57.021F          -1.0000     NotChecked  -13.7709    983.3906    ✗       
722   -17.027VGDDKLC+57.021F   -1.0000     NotChecked  -13.7716    935.4059    ✗       
723   ETN+0.984DSLC+57.021F    -1.0000     NotChecked  -13.7734    985.3699    ✗       
724   QVDTKLC+57.021F          -1.0000     NotChecked  -13.7735    1009.4903   ✗       
725   QTVDKLC+57.021F          -1.0000     NotChecked  -13.7830    1009.4903   ✗       
726   Q+0.984TDKLC+57.021F     -1.0000     NotChecked  -13.7836    911.4059    ✗       
727   EADDKLC+57.021F          -1.0000     NotChecked  -13.7844    996.4222    ✗       
728   EVDDKLC+57.021F          -1.0000     NotChecked  -13.7897    1024.4535   ✗       
729   ETDTKLC+57.021F          -1.0000     NotChecked  -13.7918    1012.4535   ✗       
730   ETTDKLC+57.021F          -1.0000     NotChecked  -13.7932    1012.4535   ✗       
731   LTDEKLC+57.021F          -1.0000     NotChecked  -13.7956    1024.4899   ✗       
732   QPLDKLC+57.021F          -1.0000     NotChecked  -13.7964    1019.5110   ✗       
733   +42.011VM+15.995DKLC+57.021F-1.0000     NotChecked  -13.7969    969.4300    ✗       
734   MVTDKLC+57.021F          -1.0000     NotChecked  -13.7980    1012.4722   ✗       
735   -17.027VEDKLC+57.021F    -1.0000     NotChecked  -13.8013    892.4001    ✗       
736   -17.027LDDLLC+57.021F    -1.0000     NotChecked  -13.8023    877.3892    ✗       
737   EVVLKLC+57.021F          -1.0000     NotChecked  -13.8079    1006.5521   ✗       
738   QTDDKLC+57.021F          -1.0000     NotChecked  -13.8117    1025.4488   ✗       
739   EVDPKLC+57.021F          -1.0000     NotChecked  -13.8122    1006.4794   ✗       
740   ETDDKLC+57.021H          -1.0000     NotChecked  -13.8131    1016.4233   ✗       
741   -17.027VDKLC+57.021F     -1.0000     NotChecked  -13.8137    763.3575    ✗       
742   ETN+0.984PKLC+57.021F    -1.0000     NotChecked  -13.8148    1008.4586   ✗       
743   +42.011LVDKLC+57.021F    -1.0000     NotChecked  -13.8156    935.4786    ✗       
744   EVMSKLC+57.021F          -1.0000     NotChecked  -13.8180    1012.4722   ✗       
745   TVDSKLC+57.021F          -1.0000     NotChecked  -13.8211    968.4637    ✗       
746   ETEDSLC+57.021F          -1.0000     NotChecked  -13.8289    999.3855    ✗       
747   Q+0.984VDDLLC+57.021F    -1.0000     NotChecked  -13.8329    1009.4426   ✗       
748   ELVN+0.984KLC+57.021F    -1.0000     NotChecked  -13.8344    1022.5107   ✗       
749   -17.027TDDKC+57.021F     -1.0000     NotChecked  -13.8381    767.2796    ✗       
750   DLDDKLC+57.021F          -1.0000     NotChecked  -13.8390    1024.4535   ✗       
751   QVDNKLC+57.021F          -1.0000     NotChecked  -13.8451    1022.4855   ✗       
752   MPDDKLC+57.021F          -1.0000     NotChecked  -13.8455    1024.4358   ✗       
753   QADDKLC+57.021F          -1.0000     NotChecked  -13.8553    995.4382    ✗       
754   TDDDKLC+57.021F          -1.0000     NotChecked  -13.8605    1012.4172   ✗       
755   -17.027TADDKLC+57.021F   -1.0000     NotChecked  -13.8611    951.4008    ✗       
756   -17.027LDDSLC+57.021F    -1.0000     NotChecked  -13.8629    851.3371    ✗       
757   ETDNKLC+57.021F          -1.0000     NotChecked  -13.8634    1025.4488   ✗       
758   ETEPKLC+57.021F          -1.0000     NotChecked  -13.8702    1022.4743   ✗       
759   ELDSKLC+57.021F          -1.0000     NotChecked  -13.8798    1010.4743   ✗       
760   EPDDKC+57.021F           -1.0000     NotChecked  -13.8828    909.3538    ✗       
761   -17.027PNDKLC+57.021F    -1.0000     NotChecked  -13.8835    875.3847    ✗       
762   EAQDKLC+57.021F          -1.0000     NotChecked  -13.8853    1009.4539   ✗       
763   -17.027EN+0.984DKLC+57.021F-1.0000     NotChecked  -13.8912    908.3586    ✗       
764   Q+0.984VDDSLC+57.021F    -1.0000     NotChecked  -13.8935    983.3906    ✗       
765   -17.027TDDGLC+57.021F    -1.0000     NotChecked  -13.8936    809.2902    ✗       
766   -17.027DDN+0.984KLC+57.021F-1.0000     NotChecked  -13.9019    894.3429    ✗       
767   DVDDKLC+57.021F          -1.0000     NotChecked  -13.9029    1010.4379   ✗       
768   -17.027LDPKLC+57.021F    -1.0000     NotChecked  -13.9042    874.4259    ✗       
769   EVDDKLC+57.021F          -1.0000     NotChecked  -13.9073    1024.4535   ✗       
770   ETNDKLC+57.021F          -1.0000     NotChecked  -13.9105    1025.4488   ✗       
771   +42.011TDEKLC+57.021F    -1.0000     NotChecked  -13.9139    953.4164    ✗       
772   Q+0.984TDTKLC+57.021F    -1.0000     NotChecked  -13.9144    1012.4535   ✗       
773   MVNDKLC+57.021F          -1.0000     NotChecked  -13.9154    1025.4674   ✗       
774   EEDDSLC+57.021F          -1.0000     NotChecked  -13.9163    1013.3648   ✗       
775   LLDDKLC+57.021F          -1.0000     NotChecked  -13.9335    1022.5107   ✗       
776   Q+0.984VDPKLC+57.021F    -1.0000     NotChecked  -13.9348    1006.4794   ✗       
777   DLDLKLC+57.021F          -1.0000     NotChecked  -13.9381    1022.5107   ✗       
778   EPDDGLC+57.021F          -1.0000     NotChecked  -13.9383    951.3644    ✗       
779   -17.027TTDDKLC+57.021F   -1.0000     NotChecked  -13.9415    981.4113    ✗       
780   EVN+0.984SKLC+57.021F    -1.0000     NotChecked  -13.9431    996.4586    ✗       
781   -17.027VDTKLC+57.021F    -1.0000     NotChecked  -13.9445    864.4051    ✗       
782   EDDGKLC+57.021F          -1.0000     NotChecked  -13.9446    982.4066    ✗       
783   -17.027EEDKLC+57.021F    -1.0000     NotChecked  -13.9466    922.3742    ✗       
784   QVDDKDC+57.021F          -1.0000     NotChecked  -13.9522    1025.4124   ✗       
785   -17.027TVDKLC+57.021F    -1.0000     NotChecked  -13.9540    864.4051    ✗       
786   -17.027PLDKLC+57.021F    -1.0000     NotChecked  -13.9675    874.4259    ✗       
787   ETDDKLC+57.021           -1.0000     NotChecked  -13.9708    879.3644    ✗       
788   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -13.9827    880.3637    ✗       
789   Q+0.984TDNKLC+57.021F    -1.0000     NotChecked  -13.9860    1025.4488   ✗       
790   QSDDKLC+57.021F          -1.0000     NotChecked  -13.9889    1011.4331   ✗       
791   -17.027EPDDKLC+57.021F   -1.0000     NotChecked  -13.9934    1005.4113   ✗       
792   ETLDKLC+57.021F          -1.0000     NotChecked  -13.9945    1024.4899   ✗       
793   LVDDKLC+57.021F          -1.0000     NotChecked  -13.9975    1008.4950   ✗       
794   MTDSKLC+57.021F          -1.0000     NotChecked  -13.9981    1000.4358   ✗       
795   EVESKLC+57.021F          -1.0000     NotChecked  -13.9986    1010.4743   ✗       
796   EPVDKLC+57.021F          -1.0000     NotChecked  -13.9988    1006.4794   ✗       
797   MVLDKLC+57.021F          -1.0000     NotChecked  -13.9994    1024.5086   ✗       
798   Q+0.984LDSKLC+57.021F    -1.0000     NotChecked  -14.0024    1010.4743   ✗       
799   M+15.995TDDSLC+57.021F   -1.0000     NotChecked  -14.0038    1003.3627   ✗       
800   DVQDKLC+57.021F          -1.0000     NotChecked  -14.0039    1023.4695   ✗       
801   ELDDKLC+57.021K          -1.0000     NotChecked  -14.0088    1019.4957   ✗       
802   -17.027TVDDKLC+57.021F   -1.0000     NotChecked  -14.0120    979.4321    ✗       
803   -17.027VDNKLC+57.021F    -1.0000     NotChecked  -14.0161    877.4004    ✗       
804   QTDDKLF                  -1.0000     NotChecked  -14.0192    865.4181    ✗       
805   -17.027ADDKLC+57.021F    -1.0000     NotChecked  -14.0264    850.3531    ✗       
806   EPDDKLC+57.021F          -1.0000     NotChecked  -14.0275    1022.4379   ✗       
807   LLDLKLC+57.021F          -1.0000     NotChecked  -14.0326    1020.5678   ✗       
808   QSN+0.984DKLC+57.021F    -1.0000     NotChecked  -14.0420    1011.4331   ✗       
809   TVDEKLC+57.021F          -1.0000     NotChecked  -14.0440    1010.4743   ✗       
810   EVDLKLC+57.021F          -1.0000     NotChecked  -14.0442    1022.5107   ✗       
