================================================================================
Spectrum 139
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 399.2191
Precursor charge: 2+
Ground truth: IHWVDK
Ground truth (normalized): IHWVDK

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 2
Used for reranking: 2

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 2 (0.2%)
Database matches: 0 (0.0%)
Prosit predictions: 1 (0.1%)
Failed: 1 (0.1%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✗ (not in top 1000 candidates)

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     HLVC+57.021LR            0.2580      Prosit      -11.1406    796.4378    ✓       
705   HLSNHK                   -1.0000     NotChecked  -11.0828    734.3824    ✗       
706   +43.006LELK              -1.0000     NotChecked  -11.0842    544.3221    ✗       
707   HLNHSK                   -1.0000     NotChecked  -11.0856    734.3824    ✗       
708   HLTVHK                   -1.0000     NotChecked  -11.0869    733.4235    ✗       
709   HLPVNK                   -1.0000     NotChecked  -11.0882    706.4126    ✗       
710   HLKVHK                   -1.0000     NotChecked  -11.0889    760.4708    ✗       
711   HLSVNK                   -1.0000     NotChecked  -11.0902    696.3919    ✗       
712   HLELLK                   -1.0000     NotChecked  -11.0910    751.4592    ✗       
713   HLNEVK                   -1.0000     NotChecked  -11.0910    738.4024    ✗       
714   HLNHEK                   -1.0000     NotChecked  -11.0914    776.3929    ✗       
715   HLTTSK                   -1.0000     NotChecked  -11.0917    685.3759    ✗       
716   HLKTSK                   -1.0000     NotChecked  -11.0937    712.4232    ✗       
717   HLHLLR                   -1.0000     NotChecked  -11.0950    787.4817    ✗       
718   HLTTEK                   -1.0000     NotChecked  -11.0975    727.3864    ✗       
719   HLVLLR                   -1.0000     NotChecked  -11.0977    749.4912    ✗       
720   HLPEHK                   -1.0000     NotChecked  -11.0978    759.4028    ✗       
721   HLNC+57.021NK            -1.0000     NotChecked  -11.0990    784.3650    ✗       
722   HLYKR                    -1.0000     NotChecked  -11.0990    715.4129    ✗       
723   HLKTEK                   -1.0000     NotChecked  -11.0995    754.4337    ✗       
724   HLSEHK                   -1.0000     NotChecked  -11.0997    749.3820    ✗       
725   HLLVLR                   -1.0000     NotChecked  -11.1003    749.4912    ✗       
726   HLPLSK                   -1.0000     NotChecked  -11.1004    693.4174    ✗       
727   HLTRSK                   -1.0000     NotChecked  -11.1016    740.4293    ✗       
728   HLPYNK                   -1.0000     NotChecked  -11.1023    770.4075    ✗       
729   HLSLSK                   -1.0000     NotChecked  -11.1023    683.3966    ✗       
730   HLKRSK                   -1.0000     NotChecked  -11.1036    767.4766    ✗       
731   HLSYNK                   -1.0000     NotChecked  -11.1042    760.3868    ✗       
732   HLPLEK                   -1.0000     NotChecked  -11.1062    735.4279    ✗       
733   HLTREK                   -1.0000     NotChecked  -11.1074    782.4399    ✗       
734   HLSLEK                   -1.0000     NotChecked  -11.1082    725.4072    ✗       
735   HLTNSK                   -1.0000     NotChecked  -11.1085    698.3711    ✗       
736   HLHLK                    -1.0000     NotChecked  -11.1089    646.3915    ✗       
737   HLKNSK                   -1.0000     NotChecked  -11.1105    725.4184    ✗       
738   HLVLK                    -1.0000     NotChecked  -11.1116    608.4010    ✗       
739   HLNKVK                   -1.0000     NotChecked  -11.1137    737.4548    ✗       
740   HLLVK                    -1.0000     NotChecked  -11.1141    608.4010    ✗       
741   HLTNEK                   -1.0000     NotChecked  -11.1144    740.3817    ✗       
742   HLYVTK                   -1.0000     NotChecked  -11.1162    759.4279    ✗       
743   HLKNEK                   -1.0000     NotChecked  -11.1163    767.4290    ✗       
744   HLPKHK                   -1.0000     NotChecked  -11.1205    758.4551    ✗       
745   HLSKHK                   -1.0000     NotChecked  -11.1224    748.4344    ✗       
746   HLTC+57.021TK            -1.0000     NotChecked  -11.1227    758.3745    ✗       
747   HLKC+57.021TK            -1.0000     NotChecked  -11.1247    785.4218    ✗       
748   HLTESK                   -1.0000     NotChecked  -11.1255    713.3708    ✗       
749   HLTLR                    -1.0000     NotChecked  -11.1256    638.3864    ✗       
750   HLTLC+57.021K            -1.0000     NotChecked  -11.1258    770.4109    ✗       
751   +43.006LEC+57.021K       -1.0000     NotChecked  -11.1271    591.2686    ✗       
752   HLKESK                   -1.0000     NotChecked  -11.1274    740.4181    ✗       
753   HLKLR                    -1.0000     NotChecked  -11.1276    665.4337    ✗       
754   HLLYK                    -1.0000     NotChecked  -11.1282    672.3959    ✗       
755   HLTEEK                   -1.0000     NotChecked  -11.1313    755.3814    ✗       
756   +43.006LEHLK             -1.0000     NotChecked  -11.1323    681.3810    ✗       
757   HLLLVR                   -1.0000     NotChecked  -11.1331    749.4912    ✗       
758   HLKEEK                   -1.0000     NotChecked  -11.1333    782.4287    ✗       
759   +43.006LLLK              -1.0000     NotChecked  -11.1381    528.3635    ✗       
760   HLEHVK                   -1.0000     NotChecked  -11.1412    761.4184    ✗       
761   HLPC+57.021SK            -1.0000     NotChecked  -11.1433    740.3639    ✗       
762   HLNTNK                   -1.0000     NotChecked  -11.1439    725.3820    ✗       
763   HLLLLK                   -1.0000     NotChecked  -11.1450    735.5007    ✗       
764   HLSC+57.021SK            -1.0000     NotChecked  -11.1452    730.3432    ✗       
765   HLVHVR                   -1.0000     NotChecked  -11.1479    759.4504    ✗       
766   HLTKSK                   -1.0000     NotChecked  -11.1481    712.4232    ✗       
767   HLPC+57.021EK            -1.0000     NotChecked  -11.1491    782.3745    ✗       
768   HLKKSK                   -1.0000     NotChecked  -11.1501    739.4705    ✗       
769   +43.006LHHK              -1.0000     NotChecked  -11.1502    576.3132    ✗       
770   HLSC+57.021EK            -1.0000     NotChecked  -11.1511    772.3538    ✗       
771   HLNLHK                   -1.0000     NotChecked  -11.1513    760.4344    ✗       
772   HLHC+57.021K             -1.0000     NotChecked  -11.1518    693.3381    ✗       
773   +43.006LVHK              -1.0000     NotChecked  -11.1529    538.3227    ✗       
774   HLNRNK                   -1.0000     NotChecked  -11.1538    780.4355    ✗       
775   HLTKEK                   -1.0000     NotChecked  -11.1540    754.4337    ✗       
776   HLVC+57.021K             -1.0000     NotChecked  -11.1545    655.3476    ✗       
777   HLKKEK                   -1.0000     NotChecked  -11.1559    781.4810    ✗       
778   HLHHLK                   -1.0000     NotChecked  -11.1570    783.4504    ✗       
779   HLVHLK                   -1.0000     NotChecked  -11.1598    745.4599    ✗       
780   HLNNNK                   -1.0000     NotChecked  -11.1607    738.3773    ✗       
781   HLNHTK                   -1.0000     NotChecked  -11.1616    748.3980    ✗       
782   HLYVR                    -1.0000     NotChecked  -11.1620    686.3864    ✗       
783   HLELNR                   -1.0000     NotChecked  -11.1658    780.4242    ✗       
784   HLETVR                   -1.0000     NotChecked  -11.1670    753.4133    ✗       
785   HLTTTK                   -1.0000     NotChecked  -11.1677    699.3915    ✗       
786   HLTC+57.021R             -1.0000     NotChecked  -11.1685    685.3330    ✗       
787   HLKTTK                   -1.0000     NotChecked  -11.1696    726.4388    ✗       
788   HLKC+57.021R             -1.0000     NotChecked  -11.1705    712.3803    ✗       
789   +43.006LETK              -1.0000     NotChecked  -11.1720    532.2857    ✗       
790   HLTHLR                   -1.0000     NotChecked  -11.1738    775.4453    ✗       
791   HLLC+57.021VR            -1.0000     Failed      -11.1760    796.4378    ✓       
792   HLYYR                    -1.0000     NotChecked  -11.1761    750.3813    ✗       
793   HLPLTK                   -1.0000     NotChecked  -11.1764    707.4330    ✗       
794   HLNVVK                   -1.0000     NotChecked  -11.1767    708.4283    ✗       
795   HLTRTK                   -1.0000     NotChecked  -11.1776    754.4450    ✗       
796   HLNENK                   -1.0000     NotChecked  -11.1777    753.3770    ✗       
797   HLSLTK                   -1.0000     NotChecked  -11.1783    697.4123    ✗       
798   HLETLK                   -1.0000     NotChecked  -11.1788    739.4228    ✗       
799   HLKRTK                   -1.0000     NotChecked  -11.1795    781.4922    ✗       
800   HLNVYK                   -1.0000     NotChecked  -11.1801    772.4232    ✗       
801   +43.006LLC+57.021K       -1.0000     NotChecked  -11.1810    575.3101    ✗       
802   +43.006LERK              -1.0000     NotChecked  -11.1819    587.3391    ✗       
803   HLHTLR                   -1.0000     NotChecked  -11.1828    775.4453    ✗       
804   +43.006LLHLK             -1.0000     NotChecked  -11.1863    665.4224    ✗       
805   +43.006LENK              -1.0000     NotChecked  -11.1888    545.2809    ✗       
806   +43.006LEEK              -1.0000     NotChecked  -11.2058    560.2806    ✗       
807   +43.006LLTK              -1.0000     NotChecked  -11.2260    516.3271    ✗       
808   +43.006LEKK              -1.0000     NotChecked  -11.2284    559.3330    ✗       
809   +43.006LLRK              -1.0000     NotChecked  -11.2359    571.3806    ✗       
810   +43.006LLNK              -1.0000     NotChecked  -11.2428    529.3224    ✗       
811   +43.006LYHK              -1.0000     NotChecked  -11.2480    602.3176    ✗       
812   +43.006LLEK              -1.0000     NotChecked  -11.2598    544.3221    ✗       
813   +43.006LLKK              -1.0000     NotChecked  -11.2824    543.3744    ✗       
814   +43.006LEVK              -1.0000     NotChecked  -11.2915    530.3064    ✗       
815   +43.006LEYK              -1.0000     NotChecked  -11.3055    594.3013    ✗       
816   +43.006LELLK             -1.0000     NotChecked  -11.3223    657.4061    ✗       
817   +43.006LHLK              -1.0000     NotChecked  -11.3402    552.3384    ✗       
818   +43.006LVLK              -1.0000     NotChecked  -11.3429    514.3479    ✗       
819   +43.006LLVK              -1.0000     NotChecked  -11.3454    514.3479    ✗       
820   +43.006LLYK              -1.0000     NotChecked  -11.3595    578.3428    ✗       
821   +43.006LEC+57.021LK      -1.0000     NotChecked  -11.3652    704.3527    ✗       
822   +43.006LEHVK             -1.0000     NotChecked  -11.3725    667.3653    ✗       
823   +43.006LEHYK             -1.0000     NotChecked  -11.3759    731.3602    ✗       
824   +43.006LLLLK             -1.0000     NotChecked  -11.3763    641.4476    ✗       
825   +43.006LHC+57.021K       -1.0000     NotChecked  -11.3831    599.2850    ✗       
826   +43.006LVC+57.021K       -1.0000     NotChecked  -11.3858    561.2945    ✗       
827   +43.006LHHLK             -1.0000     NotChecked  -11.3883    689.3973    ✗       
828   +43.006LVHLK             -1.0000     NotChecked  -11.3911    651.4068    ✗       
829   +43.006LETLK             -1.0000     NotChecked  -11.4101    645.3697    ✗       
830   +43.006LTHK              -1.0000     NotChecked  -11.4190    540.3020    ✗       
831   +43.006LLC+57.021LK      -1.0000     NotChecked  -11.4192    688.3942    ✗       
832   +43.006LERLK             -1.0000     NotChecked  -11.4200    700.4232    ✗       
833   +43.006LKHK              -1.0000     NotChecked  -11.4209    567.3493    ✗       
834   +43.006LLHVK             -1.0000     NotChecked  -11.4265    651.4068    ✗       
835   +43.006LENLK             -1.0000     NotChecked  -11.4270    658.3650    ✗       
836   +43.006LHTK              -1.0000     NotChecked  -11.4280    540.3020    ✗       
837   +43.006LLHYK             -1.0000     NotChecked  -11.4299    715.4017    ✗       
838   +43.006LVTK              -1.0000     NotChecked  -11.4307    502.3115    ✗       
839   +43.006LHRK              -1.0000     NotChecked  -11.4379    595.3554    ✗       
840   +43.006LYLK              -1.0000     NotChecked  -11.4380    578.3428    ✗       
841   +43.006LVRK              -1.0000     NotChecked  -11.4406    557.3649    ✗       
842   +43.006LEELK             -1.0000     NotChecked  -11.4439    673.3647    ✗       
843   +43.006LHNK              -1.0000     NotChecked  -11.4448    553.2972    ✗       
844   +43.006LVNK              -1.0000     NotChecked  -11.4476    515.3067    ✗       
845   +43.006LEHNK             -1.0000     NotChecked  -11.4591    682.3398    ✗       
846   +43.006LHEK              -1.0000     NotChecked  -11.4618    568.2969    ✗       
847   +43.006LLTLK             -1.0000     NotChecked  -11.4641    629.4112    ✗       
848   +43.006LVEK              -1.0000     NotChecked  -11.4645    530.3064    ✗       
849   +43.006LEKLK             -1.0000     NotChecked  -11.4666    672.4170    ✗       
850   +43.006LLRLK             -1.0000     NotChecked  -11.4740    684.4646    ✗       
851   +43.006LYC+57.021K       -1.0000     NotChecked  -11.4809    625.2894    ✗       
852   +43.006LLNLK             -1.0000     NotChecked  -11.4809    642.4065    ✗       
853   +43.006LHKK              -1.0000     NotChecked  -11.4844    567.3493    ✗       
854   +43.006LYHLK             -1.0000     NotChecked  -11.4862    715.4017    ✗       
855   +42.011LEHK              -1.0000     NotChecked  -11.4866    567.3017    ✗       
856   +43.006LVKK              -1.0000     NotChecked  -11.4872    529.3588    ✗       
857   +43.006LLELK             -1.0000     NotChecked  -11.4979    657.4061    ✗       
858   +43.006LLHNK             -1.0000     NotChecked  -11.5131    666.3813    ✗       
859   +43.006LPHK              -1.0000     NotChecked  -11.5155    536.3071    ✗       
860   +43.006LSHK              -1.0000     NotChecked  -11.5175    526.2863    ✗       
861   +43.006LLKLK             -1.0000     NotChecked  -11.5206    656.4585    ✗       
862   +43.006LYTK              -1.0000     NotChecked  -11.5258    566.3064    ✗       
863   +43.006LEVLK             -1.0000     NotChecked  -11.5296    643.3905    ✗       
864   +43.006LYRK              -1.0000     NotChecked  -11.5357    621.3598    ✗       
865   +42.011LLHK              -1.0000     NotChecked  -11.5406    551.3431    ✗       
866   +43.006LYNK              -1.0000     NotChecked  -11.5427    579.3017    ✗       
867   +43.006LEYLK             -1.0000     NotChecked  -11.5437    707.3854    ✗       
868   +43.006LHVK              -1.0000     NotChecked  -11.5475    538.3227    ✗       
869   +43.006LVVK              -1.0000     NotChecked  -11.5502    500.3322    ✗       
870   +43.006LEHHK             -1.0000     NotChecked  -11.5544    705.3558    ✗       
871   +43.006LYEK              -1.0000     NotChecked  -11.5596    594.3013    ✗       
872   M+15.995LEHK             -1.0000     NotChecked  -11.5610    672.3265    ✗       
873   +43.006LHYK              -1.0000     NotChecked  -11.5615    602.3176    ✗       
874   +43.006LELVK             -1.0000     NotChecked  -11.5624    643.3905    ✗       
875   +43.006LVYK              -1.0000     NotChecked  -11.5643    564.3271    ✗       
876   +43.006LELYK             -1.0000     NotChecked  -11.5658    707.3854    ✗       
877   +43.006LHLLK             -1.0000     NotChecked  -11.5783    665.4224    ✗       
878   +43.006LVLLK             -1.0000     NotChecked  -11.5810    627.4319    ✗       
879   +43.006LYKK              -1.0000     NotChecked  -11.5823    593.3537    ✗       
880   +43.006LLVLK             -1.0000     NotChecked  -11.5836    627.4319    ✗       
881   +43.006LLYLK             -1.0000     NotChecked  -11.5976    691.4269    ✗       
882   +43.006LEC+57.021VK      -1.0000     NotChecked  -11.6053    690.3371    ✗       
883   +43.006LLHHK             -1.0000     NotChecked  -11.6084    689.3973    ✗       
884   +43.006LEC+57.021YK      -1.0000     NotChecked  -11.6087    754.3320    ✗       
885   +43.006LTLK              -1.0000     NotChecked  -11.6089    516.3271    ✗       
886   +43.006LKLK              -1.0000     NotChecked  -11.6109    543.3744    ✗       
887   M+15.995LLHK             -1.0000     NotChecked  -11.6150    656.3680    ✗       
888   +43.006LLLVK             -1.0000     NotChecked  -11.6164    627.4319    ✗       
889   +43.006LLLYK             -1.0000     NotChecked  -11.6198    691.4269    ✗       
890   +43.006LHC+57.021LK      -1.0000     NotChecked  -11.6212    712.3690    ✗       
891   +43.006LVC+57.021LK      -1.0000     NotChecked  -11.6239    674.3785    ✗       
892   +43.006LHHVK             -1.0000     NotChecked  -11.6285    675.3816    ✗       
893   +43.006LVHVK             -1.0000     NotChecked  -11.6312    637.3911    ✗       
894   +43.006LHHYK             -1.0000     NotChecked  -11.6319    739.3766    ✗       
895   +43.006LVHYK             -1.0000     NotChecked  -11.6346    701.3861    ✗       
896   +43.006LYVK              -1.0000     NotChecked  -11.6453    564.3271    ✗       
897   +43.006LELNK             -1.0000     NotChecked  -11.6491    658.3650    ✗       
898   +43.006LETVK             -1.0000     NotChecked  -11.6503    631.3541    ✗       
899   +43.006LTC+57.021K       -1.0000     NotChecked  -11.6518    563.2737    ✗       
900   +43.006LETYK             -1.0000     NotChecked  -11.6537    695.3490    ✗       
901   +43.006LKC+57.021K       -1.0000     NotChecked  -11.6538    590.3210    ✗       
902   +43.006LTHLK             -1.0000     NotChecked  -11.6571    653.3861    ✗       
903   +43.006LKHLK             -1.0000     NotChecked  -11.6591    680.4333    ✗       
904   +43.006LLC+57.021VK      -1.0000     NotChecked  -11.6593    674.3785    ✗       
905   +43.006LYYK              -1.0000     NotChecked  -11.6594    628.3221    ✗       
906   +43.006LERVK             -1.0000     NotChecked  -11.6602    686.4075    ✗       
907   +43.006LLC+57.021YK      -1.0000     NotChecked  -11.6627    738.3734    ✗       
908   +43.006LERYK             -1.0000     NotChecked  -11.6636    750.4024    ✗       
909   +43.006LHTLK             -1.0000     NotChecked  -11.6661    653.3861    ✗       
910   +43.006LENVK             -1.0000     NotChecked  -11.6671    644.3493    ✗       
911   +43.006LVTLK             -1.0000     NotChecked  -11.6689    615.3956    ✗       
912   +43.006LENYK             -1.0000     NotChecked  -11.6705    708.3443    ✗       
913   +43.006LHRLK             -1.0000     NotChecked  -11.6760    708.4395    ✗       
914   +43.006LYLLK             -1.0000     NotChecked  -11.6761    691.4269    ✗       
915   +42.011LELK              -1.0000     NotChecked  -11.6765    543.3268    ✗       
916   +43.006LEHSK             -1.0000     NotChecked  -11.6786    655.3289    ✗       
917   +43.006LVRLK             -1.0000     NotChecked  -11.6788    670.4490    ✗       
918   +43.006LHNLK             -1.0000     NotChecked  -11.6830    666.3813    ✗       
919   +43.006LEEVK             -1.0000     NotChecked  -11.6840    659.3490    ✗       
920   +43.006LEHEK             -1.0000     NotChecked  -11.6845    697.3395    ✗       
921   +43.006LVNLK             -1.0000     NotChecked  -11.6857    628.3908    ✗       
922   +43.006LEEYK             -1.0000     NotChecked  -11.6874    723.3439    ✗       
923   +43.006LNHK              -1.0000     NotChecked  -11.6906    553.2972    ✗       
924   +43.006LEC+57.021NK      -1.0000     NotChecked  -11.6920    705.3116    ✗       
925   +43.006LTTK              -1.0000     NotChecked  -11.6968    504.2907    ✗       
926   +43.006LKTK              -1.0000     NotChecked  -11.6987    531.3380    ✗       
927   +43.006LHELK             -1.0000     NotChecked  -11.6999    681.3810    ✗       
928   +43.006LVELK             -1.0000     NotChecked  -11.7026    643.3905    ✗       
929   +43.006LLLNK             -1.0000     NotChecked  -11.7031    642.4065    ✗       
930   +43.006LLTVK             -1.0000     NotChecked  -11.7043    615.3956    ✗       
931   +43.006LPLK              -1.0000     NotChecked  -11.7054    512.3322    ✗       
932   +43.006LTRK              -1.0000     NotChecked  -11.7067    559.3442    ✗       
933   +43.006LEKVK             -1.0000     NotChecked  -11.7067    658.4014    ✗       
934   +43.006LSLK              -1.0000     NotChecked  -11.7074    502.3115    ✗       
935   +43.006LLTYK             -1.0000     NotChecked  -11.7076    679.3905    ✗       
936   +43.006LKRK              -1.0000     NotChecked  -11.7086    586.3915    ✗       
937   +43.006LEKYK             -1.0000     NotChecked  -11.7101    722.3963    ✗       
938   +43.006LTNK              -1.0000     NotChecked  -11.7136    517.2860    ✗       
939   +43.006LLRVK             -1.0000     NotChecked  -11.7142    670.4490    ✗       
940   +43.006LHHNK             -1.0000     NotChecked  -11.7152    690.3562    ✗       
941   +43.006LKNK              -1.0000     NotChecked  -11.7155    544.3333    ✗       
942   +43.006LLRYK             -1.0000     NotChecked  -11.7175    734.4439    ✗       
943   +43.006LVHNK             -1.0000     NotChecked  -11.7179    652.3657    ✗       
944   +43.006LYC+57.021LK      -1.0000     NotChecked  -11.7190    738.3734    ✗       
945   +42.011LEC+57.021K       -1.0000     NotChecked  -11.7194    590.2734    ✗       
946   +43.006LLNVK             -1.0000     NotChecked  -11.7211    628.3908    ✗       
947   +43.006LHKLK             -1.0000     NotChecked  -11.7226    680.4333    ✗       
948   +43.006LLNYK             -1.0000     NotChecked  -11.7245    692.3857    ✗       
949   +42.011LEHLK             -1.0000     NotChecked  -11.7247    680.3857    ✗       
950   +43.006LVKLK             -1.0000     NotChecked  -11.7253    642.4428    ✗       
951   +43.006LYHVK             -1.0000     NotChecked  -11.7263    701.3861    ✗       
952   +43.006LYHYK             -1.0000     NotChecked  -11.7297    765.3810    ✗       
953   +42.011LLLK              -1.0000     NotChecked  -11.7305    527.3683    ✗       
954   +43.006LTEK              -1.0000     NotChecked  -11.7305    532.2857    ✗       
955   +43.006LKEK              -1.0000     NotChecked  -11.7325    559.3330    ✗       
956   +43.006LLHSK             -1.0000     NotChecked  -11.7326    639.3704    ✗       
957   +43.006LETNK             -1.0000     NotChecked  -11.7369    646.3286    ✗       
958   +43.006LLEVK             -1.0000     NotChecked  -11.7380    643.3905    ✗       
959   +43.006LLHEK             -1.0000     NotChecked  -11.7384    681.3810    ✗       
960   +43.006LLEYK             -1.0000     NotChecked  -11.7414    707.3854    ✗       
961   +42.011LHHK              -1.0000     NotChecked  -11.7426    575.3180    ✗       
962   +43.006LELHK             -1.0000     NotChecked  -11.7444    681.3810    ✗       
963   +42.011LVHK              -1.0000     NotChecked  -11.7453    537.3275    ✗       
964   +43.006LLC+57.021NK      -1.0000     NotChecked  -11.7460    689.3530    ✗       
965   +43.006LERNK             -1.0000     NotChecked  -11.7468    701.3820    ✗       
966   +43.006LPC+57.021K       -1.0000     NotChecked  -11.7483    559.2788    ✗       
967   +43.006LSC+57.021K       -1.0000     NotChecked  -11.7503    549.2581    ✗       
968   M+15.995LELK             -1.0000     NotChecked  -11.7509    648.3516    ✗       
969   +43.006LTKK              -1.0000     NotChecked  -11.7532    531.3380    ✗       
970   +43.006LPHLK             -1.0000     NotChecked  -11.7536    649.3911    ✗       
971   +43.006LENNK             -1.0000     NotChecked  -11.7538    659.3239    ✗       
972   +43.006LEHTK             -1.0000     NotChecked  -11.7546    669.3446    ✗       
973   +43.006LKKK              -1.0000     NotChecked  -11.7552    558.3853    ✗       
974   +43.006LSHLK             -1.0000     NotChecked  -11.7556    639.3704    ✗       
975   +43.006LLKVK             -1.0000     NotChecked  -11.7607    642.4428    ✗       
976   +43.006LYTLK             -1.0000     NotChecked  -11.7639    679.3905    ✗       
977   +43.006LLKYK             -1.0000     NotChecked  -11.7641    706.4378    ✗       
978   +42.011LETK              -1.0000     NotChecked  -11.7644    531.2904    ✗       
979   +43.006LEVVK             -1.0000     NotChecked  -11.7697    629.3748    ✗       
980   +43.006LEENK             -1.0000     NotChecked  -11.7707    674.3235    ✗       
981   +43.006LEVYK             -1.0000     NotChecked  -11.7731    693.3697    ✗       
982   +42.011LLC+57.021K       -1.0000     NotChecked  -11.7734    574.3149    ✗       
983   +43.006LYRLK             -1.0000     NotChecked  -11.7738    734.4439    ✗       
984   +42.011LERK              -1.0000     NotChecked  -11.7743    586.3439    ✗       
985   +42.011LLHLK             -1.0000     NotChecked  -11.7787    664.4272    ✗       
986   +43.006LYNLK             -1.0000     NotChecked  -11.7808    692.3857    ✗       
987   +42.011LENK              -1.0000     NotChecked  -11.7812    544.2857    ✗       
988   +43.006LEYVK             -1.0000     NotChecked  -11.7838    693.3697    ✗       
989   +43.006LHVLK             -1.0000     NotChecked  -11.7856    651.4068    ✗       
990   +43.006LEYYK             -1.0000     NotChecked  -11.7872    757.3647    ✗       
991   +43.006LEC+57.021HK      -1.0000     NotChecked  -11.7873    728.3276    ✗       
992   +43.006LVVLK             -1.0000     NotChecked  -11.7883    613.4163    ✗       
993   +43.006LLTNK             -1.0000     NotChecked  -11.7909    630.3701    ✗       
994   +43.006LPTK              -1.0000     NotChecked  -11.7933    500.2958    ✗       
995   +43.006LEKNK             -1.0000     NotChecked  -11.7934    673.3759    ✗       
996   M+15.995LEC+57.021K      -1.0000     NotChecked  -11.7938    695.2982    ✗       
997   +43.006LSTK              -1.0000     NotChecked  -11.7952    490.2751    ✗       
998   +43.006LYELK             -1.0000     NotChecked  -11.7977    707.3854    ✗       
999   +42.011LEEK              -1.0000     NotChecked  -11.7981    559.2853    ✗       
1000  +43.006LLLHK             -1.0000     NotChecked  -11.7983    665.4224    ✗       

Reranking Result:
--------------------------------------------------------------------------------
Top-1 Peptide: HLVC+57.021LR
Similarity: 0.2580
De Novo Score: -11.1406
Source: Prosit
Correct: ✗

